node1	node2	score	edge_type
AT3G22380	AT4G23950	1	AT-UU-PY-01-LF-01
AT3G48010	AT3G07550	1	AT-UU-PY-01-LF-01
AT2G24800	AT1G75090	1	AT-UU-PY-01-LF-01
AT5G19670	AT3G26610	1	AT-UU-PY-01-LF-01
AT3G46290	AT5G13270	1	AT-UU-PY-01-LF-01
AT3G55830	AT1G13090	1	AT-UU-PY-01-LF-01
AT2G41900	AT2G46850	1	AT-UU-PY-01-LF-01
AT2G46950	AT2G28840	1	AT-UU-PY-01-LF-01
AT1G05805	AT4G08630	1	AT-UU-PY-01-LF-01
AT1G08190	AT1G09640	1	AT-UU-PY-01-LF-01
AT4G31410	AT4G28500	1	AT-UU-PY-01-LF-01
AT5G61780	AT2G17190	1	AT-UU-PY-01-LF-01
AT5G57870	AT5G60170	1	AT-UU-PY-01-LF-01
AT5G20270	AT3G55950	1	AT-UU-PY-01-LF-01
AT1G04160	AT1G02990	1	AT-UU-PY-01-LF-01
AT1G03090	AT5G08120	1	AT-UU-PY-01-LF-01
AT1G67325	AT3G03870	1	AT-UU-PY-01-LF-01
AT1G42550	AT4G18790	1	AT-UU-PY-01-LF-01
AT4G23000	AT5G25770	1	AT-UU-PY-01-LF-01
AT4G11610	AT4G37970	1	AT-UU-PY-01-LF-01
AT5G05630	AT3G14870	1	AT-UU-PY-01-LF-01
AT2G31820	AT2G19170	1	AT-UU-PY-01-LF-01
AT4G01820	AT3G18720	1	AT-UU-PY-01-LF-01
AT1G17360	AT1G17520	1	AT-UU-PY-01-LF-01
AT3G27700	AT3G60410	1	AT-UU-PY-01-LF-01
AT4G29420	AT2G35940	1	AT-UU-PY-01-LF-01
AT4G32730	AT4G33920	1	AT-UU-PY-01-LF-01
AT1G52520	AT1G57765	1	AT-UU-PY-01-LF-01
AT1G61010	AT2G42610	1	AT-UU-PY-01-LF-01
AT2G15370	AT2G26700	1	AT-UU-PY-01-LF-01
AT4G11670	AT4G11850	1	AT-UU-PY-01-LF-01
AT3G02050	AT2G43080	1	AT-UU-PY-01-LF-01
AT5G44750	AT5G40480	1	AT-UU-PY-01-LF-01
AT5G63680	AT3G53240	1	AT-UU-PY-01-LF-01
AT4G23200	AT4G23250	1	AT-UU-PY-01-LF-01
AT3G62710	AT4G28270	1	AT-UU-PY-01-LF-01
AT4G32430	AT4G34880	1	AT-UU-PY-01-LF-01
AT1G55850	AT5G45990	1	AT-UU-PY-01-LF-01
AT1G48090	AT5G01310	1	AT-UU-PY-01-LF-01
