node1	node2	score	edge_type
AT5G07410	AT3G28790	15.5754	AT-UU-GA-01-AA-01
AT3G07820	AT1G29140	15.5677	AT-UU-GA-01-AA-01
AT1G66850	AT3G25050	15.558	AT-UU-GA-01-AA-01
AT3G01240	AT1G61566	15.5541	AT-UU-GA-01-AA-01
AT1G25330	AT3G26140	15.5488	AT-UU-GA-01-AA-01
AT3G28830	AT1G61566	15.5399	AT-UU-GA-01-AA-01
AT3G57690	AT1G29140	15.5398	AT-UU-GA-01-AA-01
AT5G16920	AT3G57620	15.5387	AT-UU-GA-01-AA-01
AT5G07550	AT3G25050	15.5386	AT-UU-GA-01-AA-01
AT4G14080	AT3G23770	15.5351	AT-UU-GA-01-AA-01
AT5G61720	AT3G62170	15.5318	AT-UU-GA-01-AA-01
AT5G07410	AT1G55570	15.529	AT-UU-GA-01-AA-01
AT3G51590	AT1G75930	15.5284	AT-UU-GA-01-AA-01
AT4G12960	AT3G20520	15.5272	AT-UU-GA-01-AA-01
AT1G28270	AT3G01240	15.5258	AT-UU-GA-01-AA-01
AT5G07410	AT3G01270	15.5228	AT-UU-GA-01-AA-01
AT4G14080	AT1G02813	15.5216	AT-UU-GA-01-AA-01
AT3G57690	AT3G07820	15.5214	AT-UU-GA-01-AA-01
AT5G14380	AT1G61566	15.52	AT-UU-GA-01-AA-01
AT4G34850	AT3G07450	15.5133	AT-UU-GA-01-AA-01
AT1G28270	AT1G61566	15.5068	AT-UU-GA-01-AA-01
AT5G61720	AT1G29140	15.5006	AT-UU-GA-01-AA-01
AT1G02790	AT1G55570	15.4967	AT-UU-GA-01-AA-01
AT3G28790	AT3G07850	15.4948	AT-UU-GA-01-AA-01
AT3G42960	AT1G62940	15.4939	AT-UU-GA-01-AA-01
AT5G61720	AT5G07410	15.4898	AT-UU-GA-01-AA-01
AT5G07230	AT3G57620	15.4885	AT-UU-GA-01-AA-01
AT3G28980	AT3G07850	15.4881	AT-UU-GA-01-AA-01
AT3G57620	AT1G02813	15.4837	AT-UU-GA-01-AA-01
AT5G61720	AT1G02790	15.4795	AT-UU-GA-01-AA-01
AT3G13400	AT1G29140	15.4746	AT-UU-GA-01-AA-01
AT3G57690	AT2G47040	15.4717	AT-UU-GA-01-AA-01
AT3G01240	AT2G47040	15.469	AT-UU-GA-01-AA-01
AT3G28830	AT3G28750	15.4551	AT-UU-GA-01-AA-01
AT5G45880	AT3G01700	15.4508	AT-UU-GA-01-AA-01
AT5G62080	AT1G62940	15.4472	AT-UU-GA-01-AA-01
AT3G62230	AT3G07820	15.441	AT-UU-GA-01-AA-01
AT5G19880	AT3G56610	15.4389	AT-UU-GA-01-AA-01
AT5G61720	AT3G07850	15.4382	AT-UU-GA-01-AA-01
AT3G28750	AT3G01240	15.4299	AT-UU-GA-01-AA-01
AT5G14380	AT2G47040	15.4243	AT-UU-GA-01-AA-01
AT5G48210	AT1G67990	15.4197	AT-UU-GA-01-AA-01
AT3G01240	AT1G02790	15.4163	AT-UU-GA-01-AA-01
AT4G34410	AT1G12610	15.4105	AT-UU-GA-01-AA-01
AT4G35010	AT1G55570	15.4088	AT-UU-GA-01-AA-01
AT4G14080	AT3G11980	15.3976	AT-UU-GA-01-AA-01
AT5G07530	AT1G75910	15.3901	AT-UU-GA-01-AA-01
AT5G14380	AT3G28750	15.3857	AT-UU-GA-01-AA-01
AT5G45880	AT1G02790	15.385	AT-UU-GA-01-AA-01
AT3G13400	AT3G01240	15.3823	AT-UU-GA-01-AA-01
AT3G07820	AT3G01700	15.3805	AT-UU-GA-01-AA-01
AT5G07410	AT3G28750	15.3661	AT-UU-GA-01-AA-01
AT1G28270	AT1G29140	15.3655	AT-UU-GA-01-AA-01
AT1G28270	AT2G47040	15.3652	AT-UU-GA-01-AA-01
AT5G15360	AT4G19240	15.3631	AT-UU-GA-01-AA-01
AT3G57690	AT3G28750	15.3594	AT-UU-GA-01-AA-01
AT5G07430	AT1G29140	15.3575	AT-UU-GA-01-AA-01
AT3G62230	AT3G01270	15.3549	AT-UU-GA-01-AA-01
AT5G61720	AT4G35010	15.3527	AT-UU-GA-01-AA-01
AT4G34410	AT1G74930	15.3491	AT-UU-GA-01-AA-01
AT3G28750	AT1G29140	15.3479	AT-UU-GA-01-AA-01
AT1G28270	AT5G14380	15.3444	AT-UU-GA-01-AA-01
AT5G16920	AT4G28395	15.3409	AT-UU-GA-01-AA-01
AT1G68875	AT1G74540	15.3307	AT-UU-GA-01-AA-01
AT3G07850	AT1G55570	15.3304	AT-UU-GA-01-AA-01
AT3G57690	AT1G55570	15.3298	AT-UU-GA-01-AA-01
AT1G33430	AT1G75790	15.3224	AT-UU-GA-01-AA-01
AT1G74540	AT1G75940	15.3206	AT-UU-GA-01-AA-01
AT4G14080	AT3G52130	15.3189	AT-UU-GA-01-AA-01
AT3G28980	AT1G55570	15.3159	AT-UU-GA-01-AA-01
AT1G66850	AT1G75910	15.3155	AT-UU-GA-01-AA-01
AT5G16920	AT1G62940	15.3083	AT-UU-GA-01-AA-01
AT3G07850	AT1G29140	15.3044	AT-UU-GA-01-AA-01
AT3G28830	AT2G47040	15.301	AT-UU-GA-01-AA-01
AT3G11980	AT1G01280	15.3003	AT-UU-GA-01-AA-01
AT3G28790	AT1G55570	15.298	AT-UU-GA-01-AA-01
AT5G16920	AT1G20150	15.2979	AT-UU-GA-01-AA-01
AT5G62080	AT3G42960	15.2968	AT-UU-GA-01-AA-01
AT5G22430	AT2G20870	15.2904	AT-UU-GA-01-AA-01
AT4G23920	AT3G28530	15.2877	AT-UU-GA-01-AA-01
AT3G52130	AT1G62940	15.2852	AT-UU-GA-01-AA-01
AT4G14080	AT4G20420	15.2846	AT-UU-GA-01-AA-01
AT5G61720	AT3G13400	15.2843	AT-UU-GA-01-AA-01
AT5G14380	AT3G62170	15.2838	AT-UU-GA-01-AA-01
AT5G54060	AT4G22870	15.2747	AT-UU-GA-01-AA-01
AT5G45880	AT3G07850	15.2744	AT-UU-GA-01-AA-01
AT5G16920	AT3G23770	15.2736	AT-UU-GA-01-AA-01
AT1G20120	AT2G03850	15.2709	AT-UU-GA-01-AA-01
AT3G24510	AT1G12180	15.267	AT-UU-GA-01-AA-01
AT3G01270	AT1G55570	15.2669	AT-UU-GA-01-AA-01
